#a,b
2.31735,1.85983
-1.43407,-0.17090
0.63466,-0.49439
1.48669,2.02036
-0.86582,-1.73496
0.14342,-0.30447
1.96416,1.49428
0.35023,-0.06854
0.81674,0.48407
1.84731,2.03240
-1.35227,-2.47748
1.02250,-0.93498
1.93451,2.32801
0.14803,-0.67568
1.27580,-0.14984
1.02702,3.41768
-1.10428,-0.02830
0.70706,-1.23919
2.49126,2.44356
-0.93872,0.20236
0.67174,-1.55141
1.76123,2.67323
-0.90824,0.27796
0.59311,-1.07887
1.98208,2.05812
-0.67254,0.44332
0.83813,-0.98767
1.41584,1.94038
-1.17542,-0.46091
0.89654,-2.12995
2.71067,1.42343
-0.13199,0.34983
1.18798,-1.26466
2.40174,1.37535
-0.20681,0.95137
2.23433,-1.35197
1.79735,1.16014
-0.07913,-0.07471
0.04547,-0.06723
2.21144,1.88108
-2.45708,-1.07999
1.33852,-1.59643
0.71031,1.66522
-1.96326,1.19463
-0.58221,-1.16670
3.40336,0.77878
-1.05036,0.53784
0.99105,-0.82755
2.91164,2.34981
-0.99931,-0.43131
-0.06263,-0.44112
1.69686,0.88860
-1.10784,-0.32310
1.40254,-0.28742
2.19177,2.29121
0.06891,1.53170
0.75356,-0.94575
2.50620,1.07417
-1.38909,0.09240
2.43296,-0.78858
2.20049,1.93650
-0.40683,-1.40314
0.60909,-0.94686
3.10406,3.33886
-0.85576,-0.02031
0.95367,-0.85479
1.74251,0.82323
-0.49924,-0.21948
1.12307,0.00306
1.98207,1.67950
-2.49914,-2.12096
0.88946,-1.40826
3.13529,1.78982
-1.82473,0.35758
0.79219,-0.52750
0.79892,1.67602
-1.33826,0.17728
2.73051,-2.13907
2.23756,2.06743
-1.64883,-1.61077
1.77819,-0.38377
0.67245,1.94882
-1.04442,0.03197
2.45988,-0.05353
2.54789,3.42351
-1.06633,0.11386
0.75817,-0.20892
3.91398,-0.66751
-1.64439,0.33592
1.75467,-1.89340
1.63423,1.57176
-0.62942,-0.30564
0.46333,-2.03706
3.32331,2.14350
-0.04428,1.86908
1.31089,-0.09104
2.02724,1.88628
-1.20856,-0.06978
1.57285,-1.53040
2.75314,2.43226
-0.96772,-0.02507
1.70367,-1.43961
1.92130,2.06360
-1.00316,0.79870
3.94857,0.06922
1.50716,2.05752
-1.07717,-0.06656
1.25536,-1.00650
0.82826,1.42448
-1.56243,0.51989
1.30822,-1.72644
1.78072,2.30415
-1.67828,0.88996
0.62192,-0.21434
0.96381,1.89509
-0.72693,-0.42751
-0.51154,-1.06727
2.01442,1.97676
-1.76512,0.73082
1.19947,-1.64734
2.70835,2.45887
0.20614,-0.16335
1.29757,-0.58272
2.29772,1.96662
-0.64475,0.40215
1.03555,-1.45547
2.18657,1.94068
-1.02731,-0.09541
1.00393,-0.96763
2.00039,2.04591
1.20109,0.26749
0.66330,1.00775
1.56280,2.30727
-0.13021,-0.90885
-0.12355,-0.30404
1.51909,0.68596
-0.70343,0.44169
1.63060,-0.73024
2.17979,1.56528
-0.65690,0.19858
1.96011,0.35798
2.11220,2.64696
-1.19983,-1.48460
1.30230,-1.06973
2.55699,3.01093
-1.87632,-1.74410
0.99778,-1.00125
2.26393,1.94412
-1.03360,1.21573
2.00255,-1.22907
1.06436,0.97297
-2.48449,0.08665
0.62056,-1.15899
1.31318,2.45396
-0.86176,-0.43386
1.99458,-1.06568
5.20787,3.59183
-1.73128,0.80472
0.97976,-0.20864
2.11465,2.04032
-1.29302,-0.14825
0.53145,-1.47291
0.99807,2.64502
-1.43186,0.43377
0.63862,-1.34307
1.25342,2.13775
-0.85642,-0.12716
2.33311,-0.53744
1.67332,2.24105
-1.04013,-0.75101
2.63301,0.87085
0.84263,1.74202
-2.03913,-1.19555
1.07880,-1.28564
1.72443,0.70222
-2.95257,0.91808
1.73098,0.54508
1.22801,2.68176
-1.44267,-1.57174
0.25347,-0.27391
2.82773,1.08634
-0.61997,0.80110
0.07176,-1.84865
1.90848,2.47481
-1.01612,0.81091
0.75137,-1.39765
1.93956,1.81620
0.12503,-0.62737
0.73284,-1.05058
2.56532,1.80756
0.01472,0.44181
1.08055,-1.40270
2.63659,2.58904
-1.13264,-0.08056
0.65342,-3.22578
4.29218,0.84648
-1.46255,-0.30574
3.76055,-0.01294
1.21671,2.40300
-1.23330,0.20133
1.05018,-0.74013
1.48222,1.60689
-0.91697,-0.18264
1.66777,-1.03758
1.70996,3.47724
-1.29218,-1.02345
0.42581,-0.07336
2.93040,3.87504
-0.86310,0.39701
1.19195,-0.89403
1.21976,2.50200
-0.86888,0.31408
0.98772,-0.73959
1.22882,1.64088
-0.84546,-0.06987
-0.84524,0.06613
2.30609,1.44245
-0.79641,-0.16121
0.28810,-1.72385
2.55362,-0.26416
-1.11041,-0.09150
1.38984,-1.16287
0.64630,1.09195
-0.14837,1.08410
0.87421,-1.21073
2.54024,2.54395
-1.92871,0.27415
0.89968,-1.51789
2.46181,1.32577
-1.04321,-0.19971
1.06167,-1.28848
1.37826,2.45734
-1.34980,-1.06093
0.54361,-0.95531
2.06939,2.15388
-1.69657,-0.21094
1.86934,-1.83477
1.71646,1.75000
-2.32112,-0.14064
1.08598,-0.99080
2.65775,0.76238
-1.13925,0.07617
0.86628,-0.17553
2.33966,1.93208
-1.37686,0.29424
1.72243,-1.57227
2.90987,0.38113
-0.49156,1.77173
0.90240,-0.99028
2.31561,3.02743
-0.93991,0.49739
1.11522,-1.00738
2.78534,1.57401
-1.77799,-1.02078
0.87559,-0.68597
1.47625,2.36014
-0.84929,-0.60960
0.88047,-0.97354
3.43095,1.33301
1.38297,0.57833
0.69179,-1.10671
2.00744,1.99942
-1.01065,-0.32691
1.21479,-2.09039
1.89996,1.31620
-0.36364,0.12094
2.22211,-1.05016
1.81957,1.65336
-0.68691,0.88787
1.18391,-1.21194
1.23493,1.97934
-0.65819,-0.01783
1.93627,-1.55590
3.24018,2.83369
-1.00288,0.30668
0.71173,-1.25496
2.10753,2.25027
-0.97394,-1.85481
2.35507,-0.69835
2.53911,3.11199
-0.74916,0.30451
0.97113,-0.86306
2.29804,0.00043
-0.23843,0.24773
0.90721,-1.11738
2.17471,2.18422
-1.27773,-0.08895
0.09752,0.33472
1.56032,3.30986
0.08024,-1.38493
1.40910,-1.47103
0.78276,0.56179
-1.58459,-0.06864
0.45163,0.10427
1.89878,1.16598
-2.45151,-0.51202
1.07935,-0.93705
1.48074,1.34699
-0.64660,-0.46656
0.92092,-0.94217
1.29715,2.49582
-1.39947,-0.57431
1.15342,-1.21999
0.34800,1.52891
-1.12319,0.21125
1.07663,-1.23668
3.25542,2.02906
-1.19674,-0.12636
0.88558,-0.80954
3.72100,3.97271
-2.50198,-0.64543
0.99901,-0.99607
1.54542,1.82807
-2.38244,1.55130
2.04046,-1.30140
1.99903,1.99996
0.55007,0.07189
1.13643,-0.90865
2.26613,1.87378
-1.14510,1.35615
0.93355,-1.06338
2.05169,2.15908
-0.12791,0.26562
1.38052,-1.32120
1.81478,1.94856
-1.51923,-0.04900
0.39787,-1.40406
1.52501,3.29083
-1.70379,-0.63579
0.19949,-1.54714
2.06502,2.17028
-1.14908,-0.02328
0.03248,-0.89521
2.58385,2.00716
-1.10206,0.58474
1.17122,0.48557
2.09365,2.75321
-0.95702,-0.04662
1.33922,-1.32267
0.90217,2.62338
0.15085,0.76436
0.92095,-0.48435
1.84373,1.92666
-1.27558,-0.38866
1.09771,-0.48675
3.19727,1.56883
-0.46397,-0.50652
1.87083,-0.85937
2.31255,1.92089
-0.75998,-0.04922
-0.57831,-0.36959
2.64053,3.27564
-1.68197,-0.33563
0.48644,-1.05089
2.74586,2.38264
-0.26955,-1.10886
1.03608,-1.10796
2.44910,1.06005
-1.01871,0.41416
1.70459,-1.78909
1.54691,2.25561
-0.63137,-0.14793
0.57236,-0.90968
1.54839,2.99203
-1.67232,0.31879
1.37361,-1.82158
1.71900,1.97119
-1.02458,0.15508
0.49574,-1.49525
4.02412,1.99774
-0.49838,0.85825
0.57706,-1.20956
2.07286,2.32130
-0.76368,-0.87641
1.02148,-0.94361
0.82043,2.36665
-1.94889,0.09318
1.68283,-0.60888
2.30152,2.13455
-0.67162,0.61313
0.56722,-0.95285
1.42585,2.87734
0.00859,0.37867
1.19238,0.07038
2.44057,2.22570
-1.16205,-0.37727
1.29253,-1.12376
1.47487,1.58808
-1.07388,-0.94608
0.31984,-1.47724
1.69449,2.11888
-0.95403,0.09124
0.93000,-1.00600
2.27427,1.56234
-1.06967,0.09412
0.02161,-0.37084
2.18442,2.00111
-0.87247,0.14935
0.42393,-2.64005
1.51005,1.73501
0.08933,0.74895
1.56465,-0.32712
2.16809,1.63170
-2.06286,0.78225
2.27043,-1.04956
1.99807,1.98115
0.37509,-0.51985
1.03556,-0.55677
0.67762,3.30644
-0.90556,0.31521
0.63763,-1.63389
2.01408,2.03050
-1.56425,0.39511
1.40910,-0.62714
2.22476,2.36876
-2.21981,-0.25546
1.64611,-2.32175
1.89057,2.62538
0.22181,-0.10770
1.16998,-2.24028
2.39281,1.34965
-1.08675,0.06082
1.00003,-1.00212
2.84237,0.94101
-1.14312,1.37531
0.48834,-1.19785
1.54206,2.25755
-1.29209,0.16785
0.45117,-1.00010
2.75518,2.92936
-1.24168,0.28076
0.92512,-1.00761
1.99527,2.02367
-1.10935,0.11909
0.92910,-0.67549
2.36516,2.90554
-1.12295,-0.52539
0.82650,-1.32563
1.85695,1.96900
-0.69769,-0.56694
1.88983,-1.33021
1.23800,2.92437
-1.25481,1.02846
2.58218,-1.77565
2.14437,1.83122
-1.00873,-0.01650
0.97687,-0.98264
2.17291,2.22590
-1.13798,0.06106
0.15957,-1.07628
1.79060,1.47061
-0.94404,0.06888
1.64415,-1.01668
0.25787,2.71406
-0.90402,0.07473
1.05350,-1.06143
1.96649,0.81989
-0.06704,-0.67356
0.98777,-1.00692
1.59971,2.35239
-1.21782,-0.69093
1.16208,-0.73142
2.45015,2.04074
-0.87659,-0.11871
1.07304,-1.09132
2.03836,1.99988
-1.66166,1.06806
0.20409,-1.15990
1.80148,1.78429
-1.00302,-0.26608
0.12521,-1.71464
1.42453,0.63082
-0.77147,0.16114
0.54337,-1.07430
2.80458,1.42872
-0.92487,-0.21541
0.27189,-1.85107
1.98885,2.16610
-0.49225,-1.00505
1.07539,-0.67936
1.69875,2.22608
-1.15519,-0.15664
0.97249,-1.27690
1.83325,3.54409
-2.22505,0.37319
0.99115,-1.34291
2.14853,1.24518
-1.34062,-0.21647
0.63196,-1.14076
2.03048,1.97238
-0.99711,0.08032
1.10245,-1.24379
1.44350,1.64844
-1.50783,-0.41408
1.63001,-0.65811
1.03646,2.13460
-1.00560,1.66115
1.91710,-1.84854
2.07850,1.12750
-0.98701,0.01281
0.75600,-1.09404
2.06806,1.68717
-1.11893,-1.43467
1.08752,-0.96647
2.28554,1.22667
-1.62780,-0.67877
0.16211,-1.77155
1.54583,2.93913
-1.09386,-0.00054
0.63901,-2.71860
2.03817,1.96295
-0.89536,0.02105
1.11935,-0.56497
1.50483,0.55127
-0.96251,-0.52350
1.16668,-0.97770
2.15422,2.26502
-1.20889,-0.37835
0.83773,-0.98312
1.90514,2.22056
-1.17424,0.13104
0.99557,-0.95123
1.57035,1.56339
-1.01516,0.68165
1.18315,-0.09937
2.19362,1.91435
-0.57444,-2.20352
1.00077,-1.00069
2.00279,2.29597
0.11961,1.22601
0.88977,-0.93889
2.05578,2.08380
-1.78255,-0.79734
1.14507,-1.19724
1.76760,2.10101
-0.97036,-0.07013
1.17478,-1.07279
2.05003,0.69348
-2.33152,1.77042
1.00026,-0.98879
1.46578,2.21417
-1.06310,-1.28163
1.05140,-0.16749
2.01201,2.13698
-1.01261,-0.04296
1.45362,-2.16391
0.80528,2.22391
-1.11280,-0.18009
1.90517,-0.22244
0.65187,2.36428
-1.22839,0.48735
1.73126,-0.99790
1.32917,1.30768
-0.25810,2.16834
0.84996,-0.22190
1.43179,2.61774
-0.87299,0.66049
0.97863,-1.22676
3.44426,2.27033
-0.59706,-0.30421
2.46438,-0.26228
1.86294,1.99600
-1.25481,0.18599
0.16569,-0.64023
0.69546,2.56553
-0.39754,-0.21882
0.82365,-1.00795
2.11377,2.38504
-1.10104,-0.18659
0.17325,0.42945
1.54766,2.22029
-1.37799,-1.43250
0.92761,-0.81246
2.49845,1.83506
-0.68907,-0.18537
1.06079,-1.15768
1.81811,2.31323
-0.05450,-0.81652
3.50935,-1.75772
2.08863,2.40286
-0.65653,0.27157
0.91786,-1.09629
1.81663,1.65890
-1.18115,0.19658
-0.76102,-2.33177
1.18411,1.97462
-1.09709,0.54708
-0.43552,-0.74636
1.51495,2.31054
-1.99289,-0.90708
1.28790,-0.76553
2.08748,2.04935
-1.28399,1.46921
0.64212,-1.50382
3.60958,-0.12656
-1.24545,-0.04282
0.76754,-0.71723
1.45557,2.25736
-0.52431,-0.76864
0.65036,-1.28551
2.74366,2.23614
-0.83749,-0.52854
0.85259,-0.32730
1.98324,2.11804
-1.97576,0.47255
1.00367,-0.98089
3.39271,2.82207
-0.67759,0.49766
1.26822,-1.88772
1.60874,1.75054
-1.03610,-0.08582
1.31773,-1.34634
1.87832,1.43564
-1.22597,-0.44870
0.89733,-0.57703
2.88007,2.70658
-0.32702,-0.20613
0.58224,0.48846
2.27901,1.64276
-0.98815,-0.01040
-0.68364,-0.12319
1.98525,1.66401
-0.70076,0.03531
0.90629,-1.46120
2.26341,2.05575
-0.92523,-1.20253
1.50180,1.62370
0.70612,3.65561
-1.69395,-0.11943
3.33516,-0.61825
0.79912,2.46147
-1.01913,-0.45251
2.47074,-0.04847
2.77266,1.07291
-1.03103,1.00579
1.41780,-0.00341
1.96225,2.11697
-0.37372,0.06732
1.09890,-0.76793
1.93948,1.93169
-1.23982,0.02151
1.35103,-1.49752
1.84677,2.44617
-1.02918,0.04900
0.70374,-1.27328
1.88997,2.67765
-0.75176,-0.58288
0.76378,-1.05097
1.63019,1.55890
-1.13041,-1.16239
1.14178,-1.12841
2.85923,1.79056
-1.83534,1.07753
1.03279,-1.03043
1.28250,2.31351
-1.00015,0.00284
1.58564,-0.70904
1.65975,2.13780
-1.67179,-0.84057
0.26488,-2.37305
2.05027,1.88830
-0.97989,0.01927
0.99007,-1.18942
2.00990,2.86626
-2.89746,0.37565
2.01840,-2.09506
1.06936,2.02784
-0.72001,1.77422
1.01697,-1.52158
2.08637,1.87191
-0.75233,-0.26439
0.89145,-0.74286
1.83940,2.48149
-0.80778,0.71871
0.10724,-0.96011
1.25973,1.08111
-1.10906,-0.18855
-0.28883,-2.82877
1.80300,2.25344
-0.81037,-1.20462
0.81896,-1.18941
2.01322,2.04795
-0.85163,0.16569
-0.62896,0.07414
0.70938,2.17123
-0.55248,-0.34397
0.62483,-0.73993
1.81831,1.58380
-0.26119,-0.92220
0.84155,-0.80298
1.85186,2.06537
-1.12412,-0.08511
1.06547,-0.96183
3.01010,1.15868
-1.23108,1.18253
0.98787,-0.97702
1.90795,1.89182
-1.04422,-0.26366
1.76104,-0.35238
1.61180,2.08457
-0.33278,-0.68813
-1.15475,-1.43198
-0.03054,2.44958
-0.60228,-0.20047
1.74731,-0.79328
3.70197,2.63278
-0.44907,0.40971
0.80258,-0.57135
3.15033,1.67774
-0.93833,-0.45896
1.57318,-1.70573
2.18619,1.97392
-2.23082,-0.06199
0.14545,-1.16514
2.51512,1.46319
-1.49709,-1.82059
3.06164,0.11263
4.14320,3.31714
-0.96595,-0.22777
0.55123,-0.89323
1.97972,2.01301
-2.89062,0.00573
2.07765,-1.84570
2.60374,0.11651
0.01548,-0.64628
0.27315,-0.39789
2.40422,1.98906
-1.07261,-0.36365
0.96646,-2.78470
2.19259,2.53624
-1.13445,0.08131
-0.03284,-0.63157
2.42060,2.08302
-1.12244,-0.10574
0.90359,-0.86231
2.27298,2.15427
-0.89665,-0.06047
2.51164,-0.53487
1.95002,1.72508
-0.78974,0.21437
1.94792,-1.38657
1.15016,1.75427
-1.18847,-0.62659
0.94205,-1.01587
2.05329,2.90510
-0.49744,-0.65769
0.97995,-1.06146
2.00793,2.04501
-1.71756,0.05287
1.32656,-0.56392
1.71265,2.40603
0.21566,0.66658
0.27968,-2.78838
1.54516,2.08448
-1.60719,0.03535
-0.75843,0.49564
1.85224,2.19333
-0.83908,0.48914
0.95859,-0.68106
1.01909,0.90376
-1.59521,0.14901
0.16234,0.19281
2.22770,2.43656
-0.57624,0.50101
0.10482,-0.74510
1.95965,2.59316
-3.00587,-0.18865
1.32088,-0.91887
1.71934,1.95573
-0.00355,0.63952
0.51619,-1.33310
0.49592,1.78354
-0.82308,0.08987
1.01851,-0.87718
2.12558,2.32759
-0.89763,0.06783
1.04194,-1.41946
2.34784,1.35744
-1.04827,-0.03076
1.96307,0.08260
2.92969,2.63174
-0.83861,-1.11791
0.58638,-0.84742
2.02068,2.06868
-2.99698,0.38548
0.38511,-2.09389
2.16473,3.42108
-0.60265,-0.11351
0.35953,-2.25502
2.00089,2.00476
-0.98553,0.11332
2.56671,-2.33450
2.33596,2.43999
-1.01052,0.04898
1.64869,-1.62940
2.10330,2.76333
-1.81028,0.20020
1.00306,-1.01084
2.23290,0.97765
-2.52431,-0.99039
0.45906,-0.77680
1.92984,2.02503
-1.34869,-0.13534
2.22781,-2.28813
1.74264,3.91970
-0.94001,0.00331
1.66797,-0.12515
2.12832,1.89980
-1.13683,0.16181
1.55470,-2.46235
1.87000,2.31850
-2.91476,1.07527
2.58716,-1.25917
1.20370,1.16473
0.07126,-0.11754
1.55347,-1.01429
2.73249,2.52945
-1.37773,0.28891
0.09461,-2.24054
2.07176,2.89358
-0.76219,0.66872
0.90612,-1.73215
1.97206,2.73201
-2.41248,1.42249
0.10854,-1.28925
1.60523,2.04212
-2.65813,-0.38089
0.47932,-1.29135
2.75934,2.51713
-1.06787,-0.45876
0.97037,0.31299
1.96357,2.11783
-0.37183,-0.26684
1.85430,-0.45658
2.66388,1.70914
-2.47132,1.68384
1.60124,-0.99217
1.08860,1.51689
-0.77877,-0.71665
0.60337,-1.14611
2.00153,1.68025
0.05148,-1.77386
0.99498,-1.49010
1.94050,2.22340
-2.13547,-0.01282
0.23503,-1.32642
1.10420,2.15840
-0.97704,-0.09574
1.97578,-1.65793
2.02010,1.31880
-0.78744,0.07780
0.83491,-1.02802
2.68880,1.71083
-2.05338,-1.53794
1.31509,-0.70225
2.44286,2.13614
-0.78230,0.34118
1.17699,-1.74100
1.81435,2.15443
-1.07574,1.90112
1.94216,-1.20876
1.85690,1.81861
-0.18135,-0.51168
-1.51493,0.23474
2.63844,2.21931
-0.74738,-0.21870
0.99810,-1.00758
1.66522,2.30252
-2.40530,1.09383
0.77962,-0.45224
2.18898,3.32794
-0.55436,-0.51270
1.65941,-2.54354
2.13146,1.32416
-2.82692,-2.08294
0.54123,-2.02479
1.78139,1.67403
0.87336,-0.75172
0.94941,-0.99718
2.90474,2.29927
-0.93351,-0.08574
0.98061,-0.98589
2.76155,2.36013
-1.75945,-1.07762
0.04502,-2.28038
0.90058,2.16762
0.36539,-0.41162
1.17027,-1.45919
1.86923,2.68197
0.48410,0.10622
1.38845,-1.42788
2.11950,1.70811
-1.02740,-0.06242
1.13762,-0.26750
1.82838,3.20525
-0.92066,0.01595
1.12755,-1.71340
2.21292,0.86875
0.30031,0.02230
1.12809,-0.34349
2.01604,1.98262
-0.80802,-0.36596
0.84749,-0.46822
1.49933,1.36389
0.68949,0.22186
1.01109,-1.00646
1.85133,2.72297
-2.32597,0.70294
0.13552,-0.12461
1.34511,3.16842
0.21109,-0.77492
-0.98513,-1.66787
2.15491,2.02311
-2.20238,-0.89887
1.06285,-2.27349
0.46479,2.21804
-0.93525,-0.18907
1.43333,0.84039
2.28281,1.78623
-0.94223,-0.76395
1.81637,-2.31272
1.82708,3.46976
-0.93098,0.76102
1.05663,-1.00835
1.81994,2.87136
-1.11814,-0.25004
-0.50479,-1.48077
1.93761,2.31184
-0.79094,0.51741
0.79624,-0.91152
1.70620,2.95672
-0.01673,0.29225
1.20356,-1.27235
0.18363,3.69613
-1.33196,-1.74261
1.01920,-1.13304
1.94064,2.26128
-1.63099,0.69813
-0.52233,-1.55618
2.47286,-0.93196
0.35769,-1.48877
0.92262,-1.58776
1.66654,1.43050
-0.67257,0.01160
0.62933,-0.88374
1.44428,1.18586
-0.22811,1.37801
0.99574,-0.86365
3.71984,1.68086
-0.88115,0.71829
1.17668,-0.89079
1.06273,2.80667
-1.30676,-0.21186
1.30049,-0.06975
1.45823,2.02793
-1.64553,-0.53901
1.50651,0.12088
1.92828,3.52381
-1.25024,-2.05821
1.45102,-0.93927
1.88313,1.80162
-1.10409,-0.69411
0.29712,-0.91562
1.13644,2.72732
-0.38325,0.80084
0.90802,-0.96014
1.95838,1.84799
-1.40480,0.60328
0.99352,-0.85894
2.00581,2.02297
0.29968,0.53513
2.32000,-2.68842
1.86653,2.31244
-1.18614,-0.05264
1.22037,-2.15180
1.72310,2.31124
-2.20214,1.14902
0.93942,-0.64355
1.42237,2.19219
-1.21634,0.16490
-0.10319,-1.04484
1.67531,1.62202
-2.40743,-0.33341
2.13350,-1.17461
1.30728,1.51090
0.19748,-0.13619
0.16693,-0.80517
2.07261,1.90466
-0.75606,1.20473
1.67389,-0.93659
2.00390,2.04999
-0.72138,0.27713
1.21525,-0.05063
1.36642,1.67047
-1.16464,0.19796
0.78986,-1.34706
3.00663,2.74477
0.85832,-0.86709
-0.16330,-0.80426
3.48510,1.82336
-1.70348,-0.67394
0.67315,-1.51591
0.45430,0.85399
-1.76331,0.81367
-0.60021,-0.38535
2.84904,1.68423
-1.11009,1.49607
-0.09998,-0.95821
1.91152,1.82772
-1.77464,-0.09443
0.98141,-0.84069
2.07329,2.41825
-1.48618,-0.87738
0.43145,-2.30323
1.93848,1.54096
-0.89040,0.11412
1.49966,-1.53458
1.98064,2.67365
-0.12159,1.25218
1.45839,-0.33932
2.04153,2.29833
-1.57743,2.42250
0.61775,-0.49233
1.80923,2.84294
-0.83678,-0.02976
1.26703,0.19666
1.08512,1.90830
-1.82208,1.88656
1.13963,-0.99437
1.97756,1.00242
-1.51442,0.55137
0.94427,-1.04384
3.29358,2.96899
-1.57862,0.97479
0.33422,-1.00854
1.74001,1.90720
-1.32908,0.80034
2.27769,-2.12563
1.17908,1.62563
-1.04960,-0.11815
1.27890,-1.23830
1.36649,2.05807
-3.31999,-1.05989
1.49360,-1.35313
1.90610,2.16048
-1.39688,0.63238
1.33688,-0.67321
3.20163,2.21006
-1.03151,0.10566
1.46981,-0.50665
2.02459,1.96129
-1.95836,-0.25928
1.18035,-0.29073
2.21128,1.90461
-1.08328,1.24561
0.14844,-1.10537
1.93713,1.39797
-0.93091,0.10429
1.19177,-0.94635
2.33682,1.23673
-1.82846,1.53053
1.40879,-0.74219
0.85039,1.91993
-1.23032,-0.47609
0.83762,-1.14841
2.03439,1.91261
-0.55610,-0.79024
2.60128,0.10434
1.64425,1.14883
-2.13115,-0.14241
0.59542,-1.70636
2.15643,1.89897
-1.25549,0.40068
0.26298,-1.10531
1.67724,2.97377
-2.00575,0.08379
1.03123,-0.93481
0.86580,1.31526
-1.17280,-0.12325
-0.27458,-1.76103
2.72528,2.31927
-1.00695,-0.00028
-0.44814,-0.73409
2.68803,2.85731
-0.70776,0.99122
1.19773,-0.99511
2.54903,2.54570
-0.90314,-0.24285
1.30386,-1.31432
2.58899,2.37434
-2.01319,0.38019
0.79661,-1.41344
2.67263,2.07901
-0.53774,0.14318
-0.51654,0.21140
1.01873,1.36232
-0.46216,0.47427
1.87420,-0.89257
1.24461,1.54336
-1.83272,-0.45562
0.25025,-1.07054
3.98209,2.65541
-2.33436,-0.76910
0.79015,-0.95265
2.36161,1.97954
-1.20334,-0.00448
0.82215,-1.08261
1.76320,1.84051
-2.75853,0.45922
0.33927,-2.51952
2.31870,2.13012
-1.05235,0.54722
1.01023,-0.77950
2.98588,0.32574
-1.30796,0.26186
1.04222,-0.18820
1.99996,1.99987
-1.00111,-0.21868
-0.48060,-0.13577
2.46725,2.45143
-1.08590,-0.00528
0.85329,-0.44267
2.05355,2.51544
-1.18471,-0.18579
1.19487,-1.62695
1.87844,2.09159
-0.69632,1.69480
-0.34852,-0.14168
3.13046,1.91450
-0.93339,0.15431
2.15801,-1.52676
1.13744,0.71924
-2.29227,-0.21537
0.99922,-1.00102
2.58756,2.01118
-1.49948,0.13476
0.89919,-0.84163
1.95982,1.93878
-0.91112,-0.12228
1.26065,-0.80691
1.90277,2.91264
-0.96693,1.03974
0.60612,-1.11446
2.84425,2.03402
-0.79039,-1.36616
2.07902,-0.68328
2.34311,1.96139
0.28335,1.24981
0.62586,-1.16187
0.42393,-0.67892
-1.64677,0.18515
1.07742,-2.01639
2.19097,2.27409
-0.39809,-1.16381
0.92478,-0.99501
1.97705,2.23054
-1.84564,-0.30942
0.99281,-1.07417
1.79037,1.84190
-1.79077,-1.28402
2.29313,-0.17008
2.00396,1.58563
-0.18610,-0.18325
0.83548,-0.99974
2.23482,2.62614
-0.57113,-0.76677
0.02800,-0.51653
1.82920,1.56529
-0.06267,-1.14686
1.52392,-1.26087
2.10029,0.99088
-1.02554,-0.06952
1.26660,-0.63633
0.14420,1.82194
-1.45007,-0.01199
0.63003,-1.88879
1.90867,-0.02738
-2.38032,0.40327
0.58864,-1.72976
2.11767,2.77548
-2.16955,-1.67662
2.43448,-1.08031
2.05584,3.08538
-0.97198,0.22028
0.73346,-0.52816
3.83628,3.42558
-1.16891,0.09865
0.42142,-1.32114
2.01456,1.92444
-2.49863,-0.93672
0.77339,-0.96129
0.57320,1.81086
-1.58411,-1.61424
1.25376,-0.64884
1.89423,1.90956
-2.67921,-0.78280
0.67254,-0.82707
2.41045,0.91253
-1.38944,-0.17928
2.75663,0.02636
2.03089,2.03513
0.13770,0.34380
0.99132,-0.99663
2.59204,3.02391
-1.73933,0.57392
1.09903,-0.70047
2.04029,1.92858
-1.08327,-0.54975
1.12836,-0.79947
1.87893,1.79780
-2.12734,0.07482
0.92698,-1.10942
2.20281,2.69614
-0.36939,-0.08475
1.48374,-1.36662
0.65041,2.18067
-0.81385,-0.50680
1.10490,-0.78134
1.61211,1.82751
-1.89610,-0.11090
1.86242,-0.42543
0.95320,1.53167
-0.33640,-1.47734
1.07107,-0.87713
2.82038,1.42254
-0.84503,-0.51723
0.88085,-1.18747
2.85467,3.04683
-1.98336,1.78810
1.57744,-1.35835
2.01951,1.97627
-0.86267,0.16482
2.19793,-1.07240
2.34381,2.04092
-1.90212,-0.55086
0.44618,-1.04822
2.49065,1.85410
-1.03431,-0.08268
1.35075,-0.59693
1.45197,2.59348
0.42856,-0.72161
0.88943,-0.03424
1.67910,1.75746
-0.69206,0.95281
0.73076,-0.24450
2.66349,2.13294
-0.97669,-0.03518
2.61106,-2.37252
2.85248,1.44674
-0.95371,0.17847
0.51689,-0.54120
2.45795,1.74449
-1.36517,0.24395
1.89786,-0.76027
2.03275,2.03915
-0.30862,-0.27712
1.45064,-1.24715
3.49450,0.37010
-2.12519,0.75600
2.61562,-1.07979
1.67458,2.33647
-0.88755,1.51687
1.35338,-0.85558
-0.32527,3.02832
-1.49905,-0.20133
0.74380,-1.08983
1.67789,1.03981
-1.04450,0.31221
1.15398,-1.00811
2.01567,2.14011
-0.42985,-2.33980
0.76864,-0.58897
1.59064,3.78116
-3.02692,-1.51179
1.11757,-1.72222
1.97318,1.54878
-0.99343,-0.01379
1.00472,-1.00906
2.20825,2.03589
-1.14027,-0.22960
1.83163,-0.68294
1.96810,1.52858
-0.32103,1.03311
1.13157,-0.58145
2.45753,1.72972
-1.26518,0.73904
1.60058,-1.07130
2.18631,2.11823
-0.79623,0.10857
1.79214,-0.16824
2.04405,2.37004
-0.58069,0.60010
0.54751,-0.76621
